"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Kennesaw St.",45.9349593495935,38,17.1075558371614,200,30.2180685358255,154,56.5040650406504,364
2026,"Kent St.",54.4091710758377,284,17.9701567040451,149,29.7213622291022,136,37.5661375661376,226
2026,"Kentucky",44.7289156626506,16,16.7030707953231,226,24.9422632794457,18,28.9156626506024,57
2026,"LIU",52.489019033675,238,18.8583723579294,105,38,348,35.1390922401171,168
2026,"LSU",47.1532846715328,58,15.3991755024783,286,28.159645232816,91,29.0510948905109,59
2026,"La Salle",52.7955271565495,258,17.8840655055888,156,31.989247311828,221,28.2747603833866,48
2026,"Lafayette",53.3632286995516,267,14.4247625089737,327,34.1269841269841,283,30.4932735426009,74
2026,"Lamar",52.5700934579439,249,19.7309826668798,74,29.0566037735849,114,43.2242990654206,316
2026,"Le Moyne",52.4839743589744,236,15.1517858738185,304,33.5135135135135,271,32.2115384615385,106
2026,"Lehigh",51.2027491408935,183,18.6476816884102,114,37.8698224852071,342,39.3470790378007,258
2026,"Liberty",51.7811704834606,210,18.239557039329,136,32.3144104803493,239,30.7888040712468,77
2026,"Lindenwood",50.8108108108108,162,17.9992562290814,147,30.945558739255,175,40.3603603603604,278
2026,"Lipscomb",52.754590984975,256,20.1062663405583,57,31.1614730878187,193,35.0584307178631,166
2026,"Little Rock",59.0909090909091,359,18.9046054836763,102,35.3801169590643,314,32.2169059011164,107
2026,"Long Beach St.",58.0204778156997,350,19.1912268677176,90,28.0254777070064,80,44.5392491467577,323
2026,"Longwood",55.9061488673139,318,19.8628065763715,66,28.2191780821918,94,40.1294498381877,276
2026,"Louisiana",50.5747126436782,157,16.2134993595668,254,30.8290155440415,169,52.8735632183908,358
2026,"Louisiana Monroe",57.1428571428571,339,15.6746816080298,279,35.1123595505618,311,25.2279635258359,18
2026,"Louisiana Tech",45.1834862385321,25,17.9225284255155,152,28.8659793814433,110,34.4036697247706,157
2026,"Louisville",44.8888888888889,21,18.5302429006007,117,27.9545454545455,76,32.8888888888889,125
2026,"Loyola Chicago",52.5179856115108,243,12.5128998968008,362,33.2512315270936,265,34.3884892086331,156
2026,"Loyola MD",55.8773424190801,317,17.4672489082969,179,34.9693251533742,307,35.6047700170358,175
2026,"Loyola Marymount",45.9418070444104,39,18.4643391196931,123,31.1435523114355,191,32.0061255742726,100
2026,"Maine",49.8639455782313,132,19.6986574426921,75,38.5844748858447,352,36.5986394557823,202
2026,"Manhattan",55.420054200542,305,17.1616953483603,198,40.3990024937656,359,23.5772357723577,9
2026,"Marist",45.679012345679,33,21.38865436417,23,27.5862068965517,72,40.5349794238683,282
2026,"Marquette",51.5277777777778,196,20.231750703682,52,31.4009661835749,201,32.6388888888889,121
2026,"Marshall",48.3847283406755,87,15.840831326828,270,32.1348314606742,231,40.5286343612335,281
2026,"Maryland",55.3383458646617,304,19.5295995493169,82,30.7692307692308,166,30.5263157894737,76
2026,"Maryland Eastern Shore",51.188986232791,181,15.7111318786992,275,34.2323651452282,289,37.5469336670839,225
2026,"Massachusetts",49.1883116883117,111,19.0569865371611,95,26.5027322404372,42,45.7792207792208,334
2026,"McNeese",48.1447124304267,80,25.7774668115115,2,37.8917378917379,343,39.5176252319109,261
2026,"Memphis",48.993288590604,104,18.4706571556566,122,35.7340720221607,318,43.2885906040268,317
2026,"Mercer",51.6464471403813,205,17.7505497957901,163,36.4431486880466,328,27.9029462738302,39
2026,"Mercyhurst",51.7441860465116,209,19.6222333809726,77,35.3312302839117,313,46.7054263565892,339
2026,"Merrimack",49.9306518723994,135,19.7647755011465,70,42.8899082568807,364,41.3314840499307,298
2026,"Miami FL",47.1045197740113,56,20.1804710698533,54,28.5403050108932,101,32.7683615819209,123
2026,"Miami OH",49.3295019157088,116,19.5350804668423,81,25.7861635220126,27,34.8659003831418,164
2026,"Michigan",42.4287856071964,7,16.9820635181833,206,25.9507829977629,30,24.4377811094453,13
2026,"Michigan St.",44.9111470113086,22,16.770921386306,222,23.0958230958231,4,30.048465266559,70
2026,"Middle Tennessee",50.2057613168724,140,14.2924138547087,332,31.1418685121107,190,36.4197530864198,196
2026,"Milwaukee",56.2086092715232,320,16.7895312334662,218,33.033033033033,259,34.1059602649007,149
2026,"Minnesota",50,136,17.3352215530038,184,26.0752688172043,33,32.4104234527687,116
2026,"Mississippi",48.3606557377049,86,19.4970043665166,83,31.2977099236641,197,37.3770491803279,219
2026,"Mississippi St.",48.6431478968792,96,13.3034937212483,354,29.5805739514349,132,26.5943012211669,27
2026,"Mississippi Valley St.",56.9648093841642,334,15.0187734668335,311,37.9487179487179,346,48.9736070381232,353
2026,"Missouri",49.1279069767442,110,18.6638135996196,113,27.1662763466042,56,32.8488372093023,124
2026,"Missouri St.",52.7431421446384,255,17.5293268845362,173,36.5217391304348,330,36.9077306733167,206
2026,"Monmouth",51.301684532925,186,17.8378288433699,160,33.0769230769231,260,32.1592649310873,105
2026,"Montana",50.9293680297398,168,13.7780391497942,346,33.0188679245283,257,31.7843866171004,98
2026,"Montana St.",50.8976660682226,167,16.3452943429958,245,29.2682926829268,120,42.3698384201077,307
2026,"Morehead St.",52.4432809773124,235,16.5506573859242,235,38.6167146974063,353,37.8708551483421,232
2026,"Morgan St.",58.3489681050657,354,16.4028776978417,242,30.8724832214765,171,55.1594746716698,363
2026,"Mount St. Mary's",51.6242937853107,204,14.6929180135175,319,28.3062645011601,98,40.6779661016949,284
2026,"Murray St.",48.7146529562982,97,16.5174720348451,237,32.9032258064516,255,31.1053984575835,86
2026,"N.C. State",50.4411764705882,152,19.4779785800206,85,26.3038548752834,36,39.5588235294118,265
2026,"NJIT",49.4764397905759,121,14.6782421909962,320,36.3636363636364,327,33.3769633507853,132
2026,"Navy",49.0291262135922,108,18.5141707194365,119,28.1578947368421,90,32.6860841423948,122
2026,"Nebraska",46.0431654676259,41,17.9561996985924,150,28.4403669724771,99,21.726618705036,5
2026,"Nebraska Omaha",55.1691729323308,301,15.1672387642692,302,30.4918032786885,162,35.7142857142857,179
2026,"Nevada",50.8928571428571,166,17.9473544270141,151,29.0155440414508,113,39.1233766233766,253
2026,"New Hampshire",52.156862745098,227,17.2667675239536,187,30.3225806451613,159,39.2156862745098,255
2026,"New Haven",52.2144522144522,229,17.9082922132627,154,28.0769230769231,82,35.1981351981352,169
2026,"New Mexico",48.7266553480475,98,20.4867341428148,43,29.4594594594595,126,31.5789473684211,92
2026,"New Mexico St.",46.7213114754098,48,17.5814864829084,172,26.431718061674,41,48.0874316939891,350
2026,"New Orleans",51.8301610541728,214,13.230079348673,355,34.4743276283619,296,43.0453879941435,313
2026,"Niagara",56.5476190476191,328,18.1114337066224,142,33.1306990881459,262,39.7959183673469,271
2026,"Nicholls",55.5555555555556,312,19.9449929757217,63,32.3843416370107,240,44.040404040404,321
2026,"Norfolk St.",50.4416961130742,153,16.7123835128704,225,30.7246376811594,165,43.1095406360424,314
2026,"North Alabama",51.4652014652015,193,13.7656522099677,347,34.7432024169184,303,33.8827838827839,143
2026,"North Carolina",42.2857142857143,5,13.5640092841034,352,26,31,23,6
